Source,Source type,Destination,Destination type,Last job start time,Last job end time,Last job status,Last job comment,Migrated size (GB),Successful objects,Objects with exceptions,Error objects,Skipped objects,Filtered out objects,Objects with ignored errors,Comment
mbexpreaccpay@expretio.com,Mail-enabled security group,mbexpreaccpay@mbuexpretio.onmicrosoft.com,Mail-enabled security group,2026-05-22 11:27:56 (UTC+00:00),2026-05-22 11:28:26 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
MBExPretioPlannerMailboxAccess@volgrp.com,Mail-enabled security group,MBExPretioPlannerMailboxAccess@mbuexpretio.onmicrosoft.com,Mail-enabled security group,2026-05-22 11:27:20 (UTC+00:00),2026-05-22 11:28:14 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,12,0,0,0,
bureau@expretio.com,Distribution list,bureau@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:38:57 (UTC+00:00),2026-05-19 14:39:27 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,6,0,0,0,
billing@expretio.com,Distribution list,billing@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:38:57 (UTC+00:00),2026-05-19 14:39:25 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,7,0,0,0,
Betterez-ADOProject@expretio.com,Distribution list,Betterez-ADOProject@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:00 (UTC+00:00),2026-05-19 14:39:23 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
support-elipsos_intl@expretio.com,Distribution list,support-elipsos_intl@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:03 (UTC+00:00),2026-05-19 14:39:26 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
support-elipsos_corm-ext@expretio.com,Distribution list,support-elipsos_corm-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:02:19 (UTC+00:00),2026-05-19 07:02:46 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-elipsos_corm@expretio.com,Distribution list,support-elipsos_corm@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:06 (UTC+00:00),2026-05-19 14:39:39 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,13,0,0,0,
support-cs-ext@expretio.com,Distribution list,support-cs-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:02:21 (UTC+00:00),2026-05-19 07:02:50 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-cs@expretio.com,Distribution list,support-cs@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:12 (UTC+00:00),2026-05-19 14:39:50 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
xo-dev-front-web@expretio.com,Distribution list,xo-dev-front-web@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:17 (UTC+00:00),2026-05-19 14:39:45 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
xo-dev-appia-vikings@expretio.com,Distribution list,xo-dev-appia-vikings@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:18 (UTC+00:00),2026-05-19 14:39:58 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
xo-dev-appia-pirates@expretio.com,Distribution list,xo-dev-appia-pirates@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:15 (UTC+00:00),2026-05-19 14:39:52 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
notifications@expretio.com,Shared mailbox,notifications@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:43 (UTC+00:00),2026-05-19 15:18:32 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.53,1515,0,10,1,0,0,
xosupport@expretio.com,Distribution list,xosupport@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:16 (UTC+00:00),2026-05-19 14:39:45 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,5,0,0,0,
xodev@expretio.com,Distribution list,xodev@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:21 (UTC+00:00),2026-05-19 14:40:15 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,28,0,0,0,
xodbadmin@expretio.com,Distribution list,xodbadmin@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:23 (UTC+00:00),2026-05-19 14:39:47 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,2,0,0,0,
xo-appia-product@expretio.com,Distribution list,xo-appia-product@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:23 (UTC+00:00),2026-05-19 14:39:49 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,6,0,0,0,
xoall@expretio.com,Distribution list,xoall@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:27 (UTC+00:00),2026-05-19 14:39:58 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
xoalert-wazuh@expretio.com,Distribution list,xoalert-wazuh@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:27 (UTC+00:00),2026-05-19 14:39:56 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
xosocial@expretio.com,Distribution list,xosocial@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:31 (UTC+00:00),2026-05-19 14:39:54 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
xosec@expretio.com,Distribution list,xosec@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:33 (UTC+00:00),2026-05-19 14:40:00 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
support-transilien@expretio.com,Distribution list,support-transilien@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:39 (UTC+00:00),2026-05-19 14:40:06 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,2,0,0,0,
support-xc@expretio.com,Distribution list,support-xc@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:42 (UTC+00:00),2026-05-19 14:40:22 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-wmt@expretio.com,Distribution list,support-wmt@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:43 (UTC+00:00),2026-05-19 14:40:22 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
support-westmidlandstrains-ext@expretio.com,Distribution list,support-westmidlandstrains-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:02:57 (UTC+00:00),2026-05-19 07:03:23 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-vy@expretio.com,Distribution list,support-vy@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:44 (UTC+00:00),2026-05-19 14:40:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
support-tfw-ext@expretio.com,Distribution list,support-tfw-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:11 (UTC+00:00),2026-05-19 07:03:38 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-tfw@expretio.com,Distribution list,support-tfw@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:47 (UTC+00:00),2026-05-19 14:40:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
support-thalys-ext@expretio.com,Distribution list,support-thalys-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:11 (UTC+00:00),2026-05-19 07:03:38 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-thalys@expretio.com,Distribution list,support-thalys@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:47 (UTC+00:00),2026-05-19 14:40:24 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,12,0,0,0,
support-sj-ext@expretio.com,Distribution list,support-sj-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:13 (UTC+00:00),2026-05-19 07:03:39 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-grandcentral-ext@expretio.com,Distribution list,support-grandcentral-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:17 (UTC+00:00),2026-05-19 07:03:40 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
licences@expretio.com,Shared mailbox,licences@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:42 (UTC+00:00),2026-05-19 16:19:02 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.06,594,0,4,1,0,0,
support-gc@expretio.com,Distribution list,support-gc@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:52 (UTC+00:00),2026-05-19 14:40:33 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-ganordic-ext@expretio.com,Distribution list,support-ganordic-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:21 (UTC+00:00),2026-05-19 07:03:48 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-ganordic@expretio.com,Distribution list,support-ganordic@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:55 (UTC+00:00),2026-05-19 14:40:35 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-elipsos_intl-ext@expretio.com,Distribution list,support-elipsos_intl-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:26 (UTC+00:00),2026-05-19 07:03:51 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-crosscountry-ext@expretio.com,Distribution list,support-crosscountry-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:25 (UTC+00:00),2026-05-19 07:03:50 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-ci-ext@expretio.com,Distribution list,support-ci-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:32 (UTC+00:00),2026-05-19 07:03:56 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-ci@expretio.com,Distribution list,support-ci@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:56 (UTC+00:00),2026-05-19 14:40:28 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
support-chilternrailways-ext@expretio.com,Distribution list,support-chilternrailways-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:38 (UTC+00:00),2026-05-19 07:04:04 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-chiltern@expretio.com,Distribution list,support-chiltern@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:39:57 (UTC+00:00),2026-05-19 14:40:33 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-centerparcs@expretio.com,Distribution list,support-centerparcs@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:04 (UTC+00:00),2026-05-19 14:40:31 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
support-arriva@expretio.com,Distribution list,support-arriva@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:05 (UTC+00:00),2026-05-19 14:40:43 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-amtrak@expretio.com,Distribution list,support-amtrak@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:07 (UTC+00:00),2026-05-19 14:40:46 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,14,0,0,0,
support-ag-grid@expretio.com,Distribution list,support-ag-grid@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:47 (UTC+00:00),2026-05-19 07:04:09 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
suppliers@expretio.com,Distribution list,suppliers@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:11 (UTC+00:00),2026-05-19 14:40:42 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,2,0,0,0,
smsi@expretio.com,Distribution list,smsi@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:03:55 (UTC+00:00),2026-05-19 07:04:20 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
security-incident@expretio.com,Distribution list,security-incident@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:15 (UTC+00:00),2026-05-19 14:40:39 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,3,0,0,0,
product-requests@expretio.com,Distribution list,product-requests@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:17 (UTC+00:00),2026-05-19 14:40:42 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,5,0,0,0,
oss@expretio.com,Distribution list,oss@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:40 (UTC+00:00),2026-05-19 14:41:07 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,2,0,0,0,
nuova-contact@expretio.com,Distribution list,nuova-contact@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:25 (UTC+00:00),2026-05-19 14:40:48 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,2,0,0,0,
appia-renfe-simul@expretio.com,Distribution list,appia-renfe-simul@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:25 (UTC+00:00),2026-05-19 14:40:56 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
appia-renfe-business-val@expretio.com,Distribution list,appia-renfe-business-val@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:28 (UTC+00:00),2026-05-19 14:40:55 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
analytics@expretio.com,Distribution list,analytics@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:28 (UTC+00:00),2026-05-19 14:40:51 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
accountsreceivable@expretio.com,Distribution list,accountsreceivable@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:29 (UTC+00:00),2026-05-19 14:40:51 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
accounting@expretio.com,Distribution list,accounting@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:35 (UTC+00:00),2026-05-19 14:40:55 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
salle.st-laurent@expretio.com,Resource mailbox,salle.st-laurent@mbuexpretio.onmicrosoft.com,Resource mailbox,2026-05-19 14:43:34 (UTC+00:00),2026-05-19 15:00:51 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,105,0,3,5,0,0,
xo-saas-doc@expretio.com,Distribution list,xo-saas-doc@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:35 (UTC+00:00),2026-05-19 14:41:08 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,6,0,0,0,
xoalert@expretio.com,Distribution list,xoalert@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:38 (UTC+00:00),2026-05-19 14:41:11 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,6,0,0,0,
xoadmin@expretio.com,Distribution list,xoadmin@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:38 (UTC+00:00),2026-05-19 14:41:01 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,4,0,0,0,
xocial@expretio.com,Shared mailbox,xocial@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:08 (UTC+00:00),2026-05-19 16:13:47 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.13,619,0,12,51,0,0,
xoatlas@expretio.com,Shared mailbox,xoatlas@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:09 (UTC+00:00),2026-05-19 15:00:22 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.01,88,0,2,1,0,0,
webmaster@expretio.com,Shared mailbox,webmaster@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:11 (UTC+00:00),2026-05-19 16:25:09 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",2.86,5842,0,2,1,0,0,
tripspark@expretio.com,Shared mailbox,tripspark@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:08 (UTC+00:00),2026-05-19 15:00:36 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.01,106,0,2,1,0,0,
trips@expretio.com,Shared mailbox,trips@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:08 (UTC+00:00),2026-05-19 15:01:35 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,86,0,10,1,0,0,
teletravail-etranger@expretio.com,Shared mailbox,teletravail-etranger@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:08 (UTC+00:00),2026-05-19 15:00:48 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.01,88,0,12,1,0,0,
system.admin@expretio.com,Shared mailbox,system.admin@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:10 (UTC+00:00),2026-05-21 05:09:30 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",17.72,429476,0,2,1,0,0,
planner@expretio.com,Shared mailbox,planner@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:08 (UTC+00:00),2026-05-19 15:07:40 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.14,2189,0,43,1,0,0,
espace.commercial@expretio.com,Resource mailbox,espace.commercial@mbuexpretio.onmicrosoft.com,Resource mailbox,2026-05-19 14:44:11 (UTC+00:00),2026-05-19 15:01:14 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,96,0,3,1,0,0,
EntrevuesExpretioTechnologies@expretio.com,Resource mailbox,EntrevuesTechnologies@mbuexpretio.onmicrosoft.com,Resource mailbox,2026-05-19 14:44:11 (UTC+00:00),2026-05-19 15:01:31 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.", < 0.01,102,0,2,1,0,0,
privacy@volarisgroup.com,Shared mailbox,privacy@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:10 (UTC+00:00),2026-05-19 15:58:30 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.91,8074,0,9,1,0,0,
postmaster@volarisgroup.com,Shared mailbox,postmaster@mbuexpretio.onmicrosoft.com,Shared mailbox,2026-05-19 14:44:41 (UTC+00:00),2026-05-19 21:46:09 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",8.07,116156,0,3,1,0,0,
xorars2@expretio.com,Distribution list,xorars2@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:41 (UTC+00:00),2026-05-19 14:41:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,10,0,0,0,
xoqa@expretio.com,Distribution list,xoqa@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:46 (UTC+00:00),2026-05-19 14:41:20 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,7,0,0,0,
tender-dsb@expretio.com,Distribution list,tender-dsb@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:04:32 (UTC+00:00),2026-05-19 07:04:54 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-renfe-remedy@expretio.com,Distribution list,support-renfe-remedy@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:47 (UTC+00:00),2026-05-19 14:41:14 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
support-renfe-ext@expretio.com,Distribution list,support-renfe-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:04:36 (UTC+00:00),2026-05-19 07:05:03 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
salle.parc@expretio.com,Resource mailbox,salle.parc@mbuexpretio.onmicrosoft.com,Resource mailbox,2026-05-19 14:44:42 (UTC+00:00),2026-05-19 17:15:29 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0.16,6489,0,203,11785,0,0,
support-renfe@expretio.com,Distribution list,support-renfe@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:48 (UTC+00:00),2026-05-19 14:41:27 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,12,0,0,0,
support-redcoach@expretio.com,Distribution list,support-redcoach@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:51 (UTC+00:00),2026-05-19 14:41:32 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
support-rars2@expretio.com,Distribution list,support-rars2@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:53 (UTC+00:00),2026-05-19 14:41:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
support-oebb@expretio.com,Distribution list,support-oebb@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:40:56 (UTC+00:00),2026-05-19 14:41:33 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,12,0,0,0,
support-nrs@expretio.com,Distribution list,support-nrs@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:41:00 (UTC+00:00),2026-05-19 14:41:21 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,1,0,0,0,
support-northern-ext@expretio.com,Distribution list,support-northern-ext@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 07:04:54 (UTC+00:00),2026-05-19 07:05:18 (UTC+00:00),Finished,,0,8,0,0,0,0,0,
support-northern@expretio.com,Distribution list,support-northern@mbuexpretio.onmicrosoft.com,Distribution list,2026-05-19 14:41:02 (UTC+00:00),2026-05-19 14:41:41 (UTC+00:00),Exceptions,"Some objects failed in the migration. For additional error details, click on the error tab at the top. Follow the recommendations on how to resolve and try to run the job again.",0,8,0,11,0,0,0,
